ID,CNG ID,Source,Destination,Arrival Time,Boarding Time,Trip Start Time,Departure Time,Queue Delay,Halting Delay,Road Delay,Waiting Time,Total Delay
5,6,Station Road,Kamarpara,2.64814,2.64814,2.74814,4.19968,0,0.1,1.45154,0.1,1.55154
9,1,Kamarpara,Station Road,5.16698,5.16698,5.26698,6.77471,0,0.1,1.50773,0.1,1.60773
4,2,Kamarpara,Station Road,1.33579,1.33579,6.34445,9.29448,0,5.00867,2.95002,5.00867,7.95869
12,2,Kamarpara,Station Road,6.24445,6.24445,6.34445,9.29448,0,0.1,2.95002,0.1,3.05002
13,4,Kamarpara,Station Road,6.40934,6.40934,9.31498,9.91079,0,2.90564,0.59581,2.90564,3.50145
15,4,Kamarpara,Station Road,7.85468,7.85468,9.31498,9.91079,0,1.4603,0.59581,1.4603,2.05611
17,4,Kamarpara,Station Road,8.13589,8.13589,9.31498,9.91079,0,1.17909,0.59581,1.17909,1.7749
19,4,Kamarpara,Station Road,9.21498,9.21498,9.31498,9.91079,0,0.1,0.59581,0.1,0.69581
2,3,Kamarpara,Station Road,1.11685,1.11685,9.81049,10.0492,0,8.69364,0.238683,8.69364,8.93232
16,3,Kamarpara,Station Road,8.00807,8.00807,9.81049,10.0492,0,1.80242,0.238683,1.80242,2.0411
22,3,Kamarpara,Station Road,9.71049,9.71049,9.81049,10.0492,0,0.1,0.238683,0.1,0.338683
7,10,Station Road,Kamarpara,4.67491,4.67491,9.58331,10.4994,0,4.9084,0.916121,4.9084,5.82452
10,10,Station Road,Kamarpara,5.51006,5.51006,9.58331,10.4994,0,4.07326,0.916121,4.07326,4.98938
14,10,Station Road,Kamarpara,6.70991,6.70991,9.58331,10.4994,0,2.8734,0.916121,2.8734,3.78952
18,10,Station Road,Kamarpara,8.85298,8.85298,9.58331,10.4994,0,0.730332,0.916121,0.730332,1.64645
21,10,Station Road,Kamarpara,9.48331,9.48331,9.58331,10.4994,0,0.1,0.916121,0.1,1.01612
23,6,Kamarpara,Station Road,9.89969,9.89969,9.99969,10.8658,0,0.1,0.866091,0.1,0.966091
8,7,Station Road,Kamarpara,5.04191,5.04191,12.8619,13.1914,0,7.82003,0.32944,7.82003,8.14947
24,7,Station Road,Kamarpara,12.7619,12.7619,12.8619,13.1914,0,0.1,0.32944,0.1,0.42944
1,9,Station Road,Kamarpara,0.926337,0.926337,13.3482,14.0462,0,12.4219,0.697995,12.4219,13.1199
3,9,Station Road,Kamarpara,1.23492,1.23492,13.3482,14.0462,0,12.1133,0.697995,12.1133,12.8113
11,9,Station Road,Kamarpara,5.64429,5.64429,13.3482,14.0462,0,7.70393,0.697995,7.70393,8.40192
25,9,Station Road,Kamarpara,13.2482,13.2482,13.3482,14.0462,0,0.1,0.697995,0.1,0.797995
26,1,Station Road,Kamarpara,13.5046,13.5046,13.6046,14.231,0,0.1,0.626347,0.1,0.726347
35,1,Kamarpara,Station Road,18.1894,18.1894,18.2894,18.5675,0,0.1,0.278081,0.1,0.378081
34,6,Station Road,Kamarpara,17.8355,17.8355,17.9355,19.8412,0,0.1,1.90576,0.1,2.00576
39,1,Station Road,Kamarpara,19.2566,19.2566,19.3566,21.1653,0,0.1,1.80871,0.1,1.90871
30,3,Station Road,Kamarpara,15.1121,15.1121,21.6351,22.1896,0,6.52294,0.554535,6.52294,7.07747
40,3,Station Road,Kamarpara,19.2976,19.2976,21.6351,22.1896,0,2.33743,0.554535,2.33743,2.89196
44,3,Station Road,Kamarpara,21.5351,21.5351,21.6351,22.1896,0,0.1,0.554535,0.1,0.654535
29,7,Kamarpara,Station Road,14.821,14.821,19.4914,22.4795,0,4.67037,2.98817,4.67037,7.65854
41,7,Kamarpara,Station Road,19.3914,19.3914,19.4914,22.4795,0,0.1,2.98817,0.1,3.08817
31,10,Kamarpara,Station Road,16.0042,16.0042,21.859,23.2795,0,5.85481,1.42049,5.85481,7.27531
32,10,Kamarpara,Station Road,17.0169,17.0169,21.859,23.2795,0,4.84208,1.42049,4.84208,6.26257
33,10,Kamarpara,Station Road,17.5823,17.5823,21.859,23.2795,0,4.27669,1.42049,4.27669,5.69718
38,10,Kamarpara,Station Road,19.2099,19.2099,21.859,23.2795,0,2.64916,1.42049,2.64916,4.06965
45,10,Kamarpara,Station Road,21.759,21.759,21.859,23.2795,0,0.1,1.42049,0.1,1.52049
27,2,Station Road,Kamarpara,13.5077,13.5077,20.9816,24.4486,0,7.4739,3.467,7.4739,10.9409
43,2,Station Road,Kamarpara,20.8816,20.8816,20.9816,24.4486,0,0.1,3.467,0.1,3.567
6,5,Kamarpara,Station Road,3.99609,3.99609,24.5053,26.4264,0,20.5092,1.9211,20.5092,22.4303
20,5,Kamarpara,Station Road,9.45708,9.45708,24.5053,26.4264,0,15.0482,1.9211,15.0482,16.9693
37,5,Kamarpara,Station Road,18.7421,18.7421,24.5053,26.4264,0,5.76323,1.9211,5.76323,7.68433
46,5,Kamarpara,Station Road,21.8482,21.8482,24.5053,26.4264,0,2.65712,1.9211,2.65712,4.57822
51,5,Kamarpara,Station Road,24.4053,24.4053,24.5053,26.4264,0,0.1,1.9211,0.1,2.0211
36,4,Station Road,Kamarpara,18.5023,18.5023,26.1289,26.4528,0,7.62661,0.323892,7.62661,7.9505
42,4,Station Road,Kamarpara,19.9533,19.9533,26.1289,26.4528,0,6.17562,0.323892,6.17562,6.49951
47,4,Station Road,Kamarpara,22.0043,22.0043,26.1289,26.4528,0,4.12461,0.323892,4.12461,4.44851
53,4,Station Road,Kamarpara,26.0289,26.0289,26.1289,26.4528,0,0.1,0.323892,0.1,0.423892
50,1,Kamarpara,Station Road,24.3651,24.3651,24.4651,28.0957,0,0.1,3.6306,0.1,3.7306
48,3,Kamarpara,Station Road,23.2317,23.2317,27.7467,29.3423,0,4.51498,1.59562,4.51498,6.11059
54,3,Kamarpara,Station Road,26.0912,26.0912,27.7467,29.3423,0,1.65552,1.59562,1.65552,3.25114
55,3,Kamarpara,Station Road,27.6467,27.6467,27.7467,29.3423,0,0.1,1.59562,0.1,1.69562
49,8,Station Road,Kamarpara,24.0412,24.0412,28.8621,30.319,0,4.82092,1.45691,4.82092,6.27783
52,8,Station Road,Kamarpara,24.7089,24.7089,28.8621,30.319,0,4.1532,1.45691,4.1532,5.61011
57,8,Station Road,Kamarpara,28.7621,28.7621,28.8621,30.319,0,0.1,1.45691,0.1,1.55691
64,6,Kamarpara,Station Road,33.3095,33.3095,33.4095,33.7677,0,0.1,0.358167,0.1,0.458167
56,7,Station Road,Kamarpara,28.6527,28.6527,32.7778,33.928,0,4.12517,1.1502,4.12517,5.27536
63,7,Station Road,Kamarpara,32.6778,32.6778,32.7778,33.928,0,0.1,1.1502,0.1,1.2502
65,1,Station Road,Kamarpara,34.1969,34.1969,34.2969,35.9232,0,0.1,1.62634,0.1,1.72634
67,1,Kamarpara,Station Road,38.3752,38.3752,38.4752,38.8728,0,0.1,0.397595,0.1,0.497595
66,6,Station Road,Kamarpara,34.6292,34.6292,34.7292,40.0976,0,0.1,5.36835,0.1,5.46835
72,6,Kamarpara,Station Road,40.1999,40.1999,40.2999,40.4627,0,0.1,0.162774,0.1,0.262774
59,2,Kamarpara,Station Road,30.5844,30.5844,38.8631,41.1086,0,8.2787,2.24555,8.2787,10.5243
68,2,Kamarpara,Station Road,38.7631,38.7631,38.8631,41.1086,0,0.1,2.24555,0.1,2.34555
73,1,Station Road,Kamarpara,40.3449,40.3449,40.4449,41.8046,0,0.1,1.35972,0.1,1.45972
75,6,Station Road,Kamarpara,41.7083,41.7083,41.8083,42.0762,0,0.1,0.267831,0.1,0.367831
71,7,Kamarpara,Station Road,39.8166,39.8166,42.0648,43.3904,0,2.24822,1.32566,2.24822,3.57388
