ID,CNG ID,Source,Destination,Arrival Time,Boarding Time,Trip Start Time,Departure Time,Queue Delay,Halting Delay,Road Delay,Waiting Time,Total Delay
3,6,Station Road,Kamarpara,0.722777,0.722777,0.822777,1.12642,0,0.1,0.303643,0.1,0.403643
5,8,Station Road,Kamarpara,2.31615,2.31615,7.88676,9.24117,0,5.57062,1.35441,5.57062,6.92503
6,8,Station Road,Kamarpara,4.75332,4.75332,7.88676,9.24117,0,3.13344,1.35441,3.13344,4.48785
10,8,Station Road,Kamarpara,7.78676,7.78676,7.88676,9.24117,0,0.1,1.35441,0.1,1.45441
11,6,Kamarpara,Station Road,8.77801,8.77801,8.87801,9.59827,0,0.1,0.720261,0.1,0.820261
12,1,Kamarpara,Station Road,10.3004,10.3004,10.4004,12.189,0,0.1,1.7886,0.1,1.8886
8,3,Kamarpara,Station Road,6.24061,6.24061,14.648,14.7332,0,8.40741,0.0851544,8.40741,8.49257
15,3,Kamarpara,Station Road,12.2709,12.2709,14.648,14.7332,0,2.37712,0.0851544,2.37712,2.46227
17,3,Kamarpara,Station Road,14.548,14.548,14.648,14.7332,0,0.1,0.0851544,0.1,0.185154
2,9,Station Road,Kamarpara,0.439402,0.439402,14.3662,15.4131,0,13.9268,1.04697,13.9268,14.9737
4,9,Station Road,Kamarpara,0.970095,0.970095,14.3662,15.4131,0,13.3961,1.04697,13.3961,14.443
9,9,Station Road,Kamarpara,6.34676,6.34676,14.3662,15.4131,0,8.0194,1.04697,8.0194,9.06637
16,9,Station Road,Kamarpara,14.2662,14.2662,14.3662,15.4131,0,0.1,1.04697,0.1,1.14697
1,2,Kamarpara,Station Road,0.330358,0.330358,22.1121,22.2194,0,21.7817,0.107361,21.7817,21.8891
22,2,Kamarpara,Station Road,22.0121,22.0121,22.1121,22.2194,0,0.1,0.107361,0.1,0.207361
7,4,Kamarpara,Station Road,4.77208,4.77208,24.599,25.2562,0,19.8269,0.657197,19.8269,20.4841
13,4,Kamarpara,Station Road,10.3999,10.3999,24.599,25.2562,0,14.199,0.657197,14.199,14.8562
26,4,Kamarpara,Station Road,22.8955,22.8955,24.599,25.2562,0,1.7035,0.657197,1.7035,2.36069
29,4,Kamarpara,Station Road,24.499,24.499,24.599,25.2562,0,0.1,0.657197,0.1,0.757197
27,9,Kamarpara,Station Road,23.7978,23.7978,26.3981,26.608,0,2.60033,0.209883,2.60033,2.81021
31,9,Kamarpara,Station Road,25.8046,25.8046,26.3981,26.608,0,0.593503,0.209883,0.593503,0.803385
32,9,Kamarpara,Station Road,25.9682,25.9682,26.3981,26.608,0,0.429876,0.209883,0.429876,0.639758
33,9,Kamarpara,Station Road,26.2981,26.2981,26.3981,26.608,0,0.1,0.209883,0.1,0.309883
30,1,Station Road,Kamarpara,25.0336,25.0336,25.1336,26.7445,0,0.1,1.61089,0.1,1.71089
14,8,Kamarpara,Station Road,12.2541,12.2541,24.0358,26.9968,0,11.7817,2.96098,11.7817,14.7427
23,8,Kamarpara,Station Road,22.1752,22.1752,24.0358,26.9968,0,1.8606,2.96098,1.8606,4.82158
28,8,Kamarpara,Station Road,23.9358,23.9358,24.0358,26.9968,0,0.1,2.96098,0.1,3.06098
18,7,Station Road,Kamarpara,17.046,17.046,28.1017,29.771,0,11.0558,1.66925,11.0558,12.725
34,7,Station Road,Kamarpara,28.0017,28.0017,28.1017,29.771,0,0.1,1.66925,0.1,1.76925
35,7,Kamarpara,Station Road,29.9442,29.9442,30.5855,30.8288,0,0.641297,0.243262,0.641297,0.884559
37,7,Kamarpara,Station Road,30.4855,30.4855,30.5855,30.8288,0,0.1,0.243262,0.1,0.343262
36,1,Kamarpara,Station Road,30.187,30.187,30.287,31.024,0,0.1,0.73707,0.1,0.83707
20,5,Kamarpara,Station Road,20.927,20.927,32.2751,34.0911,0,11.3481,1.81602,11.3481,13.1641
24,5,Kamarpara,Station Road,22.2154,22.2154,32.2751,34.0911,0,10.0597,1.81602,10.0597,11.8757
25,5,Kamarpara,Station Road,22.2238,22.2238,32.2751,34.0911,0,10.0513,1.81602,10.0513,11.8673
39,5,Kamarpara,Station Road,31.2468,31.2468,32.2751,34.0911,0,1.02832,1.81602,1.02832,2.84434
41,5,Kamarpara,Station Road,32.1751,32.1751,32.2751,34.0911,0,0.1,1.81602,0.1,1.91602
