ID,CNG ID,Source,Destination,Arrival Time,Boarding Time,Trip Start Time,Departure Time,Queue Delay,Halting Delay,Road Delay,Waiting Time,Total Delay
1,3,Kamarpara,Station Road,1.2885,1.2885,3.41022,4.36283,0,2.12172,0.95261,2.12172,3.07433
3,3,Kamarpara,Station Road,2.63186,2.63186,3.41022,4.36283,0,0.77836,0.95261,0.77836,1.73097
5,3,Kamarpara,Station Road,3.31022,3.31022,3.41022,4.36283,0,0.1,0.95261,0.1,1.05261
7,1,Kamarpara,Station Road,3.43504,3.43504,3.53504,7.13809,0,0.1,3.60305,0.1,3.70305
2,4,Kamarpara,Station Road,1.70616,1.70616,8.09857,9.0929,0,6.39242,0.99433,6.39242,7.38675
10,4,Kamarpara,Station Road,5.84366,5.84366,8.09857,9.0929,0,2.25491,0.99433,2.25491,3.24924
12,4,Kamarpara,Station Road,7.6474,7.6474,8.09857,9.0929,0,0.451178,0.99433,0.451178,1.44551
13,4,Kamarpara,Station Road,7.99857,7.99857,8.09857,9.0929,0,0.1,0.99433,0.1,1.09433
6,2,Kamarpara,Station Road,3.32573,3.32573,10.0344,10.2177,0,6.70862,0.183321,6.70862,6.89194
17,2,Kamarpara,Station Road,9.93435,9.93435,10.0344,10.2177,0,0.1,0.183321,0.1,0.283321
9,5,Kamarpara,Station Road,5.59143,5.59143,10.9883,11.9919,0,5.39686,1.00366,5.39686,6.40052
11,5,Kamarpara,Station Road,6.2001,6.2001,10.9883,11.9919,0,4.78819,1.00366,4.78819,5.79185
14,5,Kamarpara,Station Road,8.15538,8.15538,10.9883,11.9919,0,2.83291,1.00366,2.83291,3.83657
20,5,Kamarpara,Station Road,10.7605,10.7605,10.9883,11.9919,0,0.227821,1.00366,0.227821,1.23148
21,5,Kamarpara,Station Road,10.8883,10.8883,10.9883,11.9919,0,0.1,1.00366,0.1,1.10366
15,8,Station Road,Kamarpara,8.69573,8.69573,15.041,15.3814,0,6.34532,0.340361,6.34532,6.68568
18,8,Station Road,Kamarpara,10.2075,10.2075,15.041,15.3814,0,4.83351,0.340361,4.83351,5.17387
25,8,Station Road,Kamarpara,14.941,14.941,15.041,15.3814,0,0.1,0.340361,0.1,0.440361
22,6,Station Road,Kamarpara,12.4968,12.4968,12.5968,16.5133,0,0.1,3.91651,0.1,4.01651
23,8,Kamarpara,Station Road,12.958,15.3814,18.0606,18.801,2.42342,2.67918,0.740445,5.1026,5.84304
26,8,Kamarpara,Station Road,15.2888,15.3814,18.0606,18.801,0.0926005,2.67918,0.740445,2.77178,3.51223
28,8,Kamarpara,Station Road,17.9606,17.9606,18.0606,18.801,0,0.1,0.740445,0.1,0.840445
19,3,Station Road,Kamarpara,10.4668,10.4668,18.4108,19.519,0,7.94393,1.10821,7.94393,9.05215
24,3,Station Road,Kamarpara,14.3544,14.3544,18.4108,19.519,0,4.05637,1.10821,4.05637,5.16459
29,3,Station Road,Kamarpara,18.3108,18.3108,18.4108,19.519,0,0.1,1.10821,0.1,1.20821
31,3,Kamarpara,Station Road,19.7689,19.7689,22.6101,23.2311,0,2.84111,0.621007,2.84111,3.46212
33,3,Kamarpara,Station Road,21.5317,21.5317,22.6101,23.2311,0,1.07832,0.621007,1.07832,1.69932
