ID,CNG ID,Source,Destination,Arrival Time,Boarding Time,Trip Start Time,Departure Time,Queue Delay,Halting Delay,Road Delay,Waiting Time,Total Delay
1,1,Kamarpara,Station Road,1.25991,1.25991,1.35991,2.5642,0,0.1,1.20429,0.1,1.30429
7,1,Station Road,Kamarpara,4.33704,4.33704,4.43704,4.91592,0,0.1,0.47888,0.1,0.57888
8,6,Station Road,Kamarpara,5.552,5.552,5.652,6.21428,0,0.1,0.562287,0.1,0.662287
9,1,Kamarpara,Station Road,5.70158,5.70158,5.80158,6.57828,0,0.1,0.776696,0.1,0.876696
13,2,Kamarpara,Station Road,9.46347,9.46347,11.3854,12.1148,0,1.92197,0.729389,1.92197,2.65135
16,2,Kamarpara,Station Road,11.2854,11.2854,11.3854,12.1148,0,0.1,0.729389,0.1,0.829389
2,3,Kamarpara,Station Road,1.61084,1.61084,12.4876,12.7477,0,10.8768,0.260057,10.8768,11.1368
4,3,Kamarpara,Station Road,2.59103,2.59103,12.4876,12.7477,0,9.89657,0.260057,9.89657,10.1566
19,3,Kamarpara,Station Road,12.3876,12.3876,12.4876,12.7477,0,0.1,0.260057,0.1,0.360057
20,3,Kamarpara,Station Road,12.4404,12.4404,12.4876,12.7477,0,0.0471838,0.260057,0.0471838,0.307241
17,1,Station Road,Kamarpara,12.2864,12.2864,12.3864,13.6495,0,0.1,1.26314,0.1,1.36314
18,1,Station Road,Kamarpara,12.2946,12.2946,12.3864,13.6495,0,0.0917838,1.26314,0.0917838,1.35492
3,5,Kamarpara,Station Road,1.63615,1.63615,12.762,14.0892,0,11.1259,1.32721,11.1259,12.4531
10,5,Kamarpara,Station Road,6.37949,6.37949,12.762,14.0892,0,6.38255,1.32721,6.38255,7.70976
12,5,Kamarpara,Station Road,7.37304,7.37304,12.762,14.0892,0,5.389,1.32721,5.389,6.71621
15,5,Kamarpara,Station Road,9.65934,9.65934,12.762,14.0892,0,3.10271,1.32721,3.10271,4.42991
21,5,Kamarpara,Station Road,12.662,12.662,12.762,14.0892,0,0.1,1.32721,0.1,1.42721
22,6,Kamarpara,Station Road,13.3914,13.3914,13.4914,15.1899,0,0.1,1.69859,0.1,1.79859
27,1,Kamarpara,Station Road,15.5508,15.5508,15.6508,16.3003,0,0.1,0.649413,0.1,0.749413
28,6,Station Road,Kamarpara,15.5845,15.5845,15.6845,19.5462,0,0.1,3.86171,0.1,3.96171
29,6,Kamarpara,Station Road,15.9269,19.5462,19.6462,20.0234,3.61931,0.1,0.377261,3.71931,4.09657
30,6,Kamarpara,Station Road,17.9794,19.5462,19.6462,20.0234,1.56674,0.1,0.377261,1.66674,2.044
31,6,Kamarpara,Station Road,18.005,19.5462,19.6462,20.0234,1.54117,0.1,0.377261,1.64117,2.01843
32,6,Kamarpara,Station Road,18.9714,19.5462,19.6462,20.0234,0.574787,0.1,0.377261,0.674787,1.05205
6,4,Kamarpara,Station Road,4.21373,4.21373,15.1937,20.2915,0,10.98,5.09784,10.98,16.0778
11,4,Kamarpara,Station Road,7.29164,7.29164,15.1937,20.2915,0,7.90205,5.09784,7.90205,12.9999
23,4,Kamarpara,Station Road,14.9307,14.9307,15.1937,20.2915,0,0.26304,5.09784,0.26304,5.36088
25,4,Kamarpara,Station Road,15.0937,15.0937,15.1937,20.2915,0,0.1,5.09784,0.1,5.19784
39,1,Station Road,Kamarpara,22.0416,22.0416,22.1416,22.1451,0,0.1,0.0034761,0.1,0.103476
33,1,Kamarpara,Station Road,20.9419,22.1451,22.2451,22.8521,1.20312,0.1,0.607042,1.30312,1.91016
34,1,Kamarpara,Station Road,21.0865,22.1451,22.2451,22.8521,1.05856,0.1,0.607042,1.15856,1.7656
35,1,Kamarpara,Station Road,21.1613,22.1451,22.2451,22.8521,0.983731,0.1,0.607042,1.08373,1.69077
37,1,Kamarpara,Station Road,21.4045,22.1451,22.2451,22.8521,0.740507,0.1,0.607042,0.840507,1.44755
38,1,Kamarpara,Station Road,21.7797,22.1451,22.2451,22.8521,0.365341,0.1,0.607042,0.465341,1.07238
52,1,Station Road,Kamarpara,30.6845,30.6845,30.7845,31.8887,0,0.1,1.10424,0.1,1.20424
40,1,Kamarpara,Station Road,22.3946,31.8887,31.9887,34.0018,9.49417,0.1,2.0131,9.59417,11.6073
42,1,Kamarpara,Station Road,23.0304,31.8887,31.9887,34.0018,8.85836,0.1,2.0131,8.95836,10.9715
43,1,Kamarpara,Station Road,25.0874,31.8887,31.9887,34.0018,6.80133,0.1,2.0131,6.90133,8.91442
45,1,Kamarpara,Station Road,26.2133,31.8887,31.9887,34.0018,5.67544,0.1,2.0131,5.77544,7.78853
47,1,Kamarpara,Station Road,27.8699,31.8887,31.9887,34.0018,4.01886,0.1,2.0131,4.11886,6.13195
48,2,Station Road,Kamarpara,29.53,29.53,37.9605,38.6118,0,8.43042,0.651338,8.43042,9.08176
63,2,Station Road,Kamarpara,37.8605,37.8605,37.9605,38.6118,0,0.1,0.651338,0.1,0.751338
49,2,Kamarpara,Station Road,29.6111,38.6118,38.7118,39.6088,9.00074,0.1,0.896977,9.10074,9.99771
50,2,Kamarpara,Station Road,30.028,38.6118,38.7118,39.6088,8.58375,0.1,0.896977,8.68375,9.58073
51,2,Kamarpara,Station Road,30.2401,38.6118,38.7118,39.6088,8.37169,0.1,0.896977,8.47169,9.36867
53,2,Kamarpara,Station Road,30.7081,38.6118,38.7118,39.6088,7.90366,0.1,0.896977,8.00366,8.90064
