ID,Policy,Passenger Count,Trip Count,Profit,Fuel Efficiency
1,1,153,88,998,0.347727
2,2,94,39,708,0.482051
3,3,125,39,1017,0.641026
4,4,84,21,714,0.8
5,5,85,17,747,1
6,1,133,84,827,0.316667
7,2,110,46,823,0.478261
8,3,86,28,691,0.614286
9,4,101,24,865,0.841667
10,5,100,20,879,1
