ID,CNG ID,Source,Destination,Arrival Time,Boarding Time,Trip Start Time,Departure Time,Queue Delay,Halting Delay,Road Delay,Waiting Time,Total Delay
6,17,Station Road,Kamarpara,5.60327,5.60327,12.7159,12.8132,0,7.11264,0.0972592,7.11264,7.2099
9,17,Station Road,Kamarpara,12.6159,12.6159,12.7159,12.8132,0,0.1,0.0972592,0.1,0.197259
8,11,Station Road,Kamarpara,9.98102,9.98102,10.081,13.1689,0,0.1,3.08784,0.1,3.18784
4,12,Station Road,Kamarpara,2.90723,2.90723,14.5227,16.6297,0,11.6155,2.10704,11.6155,13.7225
13,12,Station Road,Kamarpara,14.4227,14.4227,14.5227,16.6297,0,0.1,2.10704,0.1,2.20704
15,1,Kamarpara,Station Road,15.3311,15.3311,15.4311,16.9417,0,0.1,1.51066,0.1,1.61066
16,11,Kamarpara,Station Road,16.3467,16.3467,16.4467,19.5104,0,0.1,3.06372,0.1,3.16372
18,6,Kamarpara,Station Road,18.9502,18.9502,19.0502,22.2153,0,0.1,3.16506,0.1,3.26506
21,6,Station Road,Kamarpara,22.2752,22.2752,22.3752,23.5304,0,0.1,1.15528,0.1,1.25528
11,15,Station Road,Kamarpara,13.4146,13.4146,26.2219,27.4881,0,12.8073,1.26618,12.8073,14.0734
17,15,Station Road,Kamarpara,16.9922,16.9922,26.2219,27.4881,0,9.22976,1.26618,9.22976,10.4959
22,15,Station Road,Kamarpara,23.1239,23.1239,26.2219,27.4881,0,3.09799,1.26618,3.09799,4.36418
28,15,Station Road,Kamarpara,25.5356,25.5356,26.2219,27.4881,0,0.686317,1.26618,0.686317,1.9525
29,15,Station Road,Kamarpara,26.1219,26.1219,26.2219,27.4881,0,0.1,1.26618,0.1,1.36618
23,2,Kamarpara,Station Road,23.1613,23.1613,27.7769,29.1983,0,4.61563,1.42133,4.61563,6.03695
32,2,Kamarpara,Station Road,27.6769,27.6769,27.7769,29.1983,0,0.1,1.42133,0.1,1.52133
33,11,Station Road,Kamarpara,28.5452,28.5452,28.6452,29.6771,0,0.1,1.0319,0.1,1.1319
7,4,Kamarpara,Station Road,6.22747,6.22747,26.8382,31.6895,0,20.6107,4.85131,20.6107,25.462
10,4,Kamarpara,Station Road,13.0527,13.0527,26.8382,31.6895,0,13.7854,4.85131,13.7854,18.6368
20,4,Kamarpara,Station Road,21.6304,21.6304,26.8382,31.6895,0,5.20773,4.85131,5.20773,10.059
30,4,Kamarpara,Station Road,26.7382,26.7382,26.8382,31.6895,0,0.1,4.85131,0.1,4.95131
27,7,Kamarpara,Station Road,25.01,25.01,32.9559,33.5855,0,7.94583,0.629688,7.94583,8.57551
39,7,Kamarpara,Station Road,32.8559,32.8559,32.9559,33.5855,0,0.1,0.629688,0.1,0.729688
40,16,Station Road,Kamarpara,34.5612,34.5612,34.6612,38.2995,0,0.1,3.63828,0.1,3.73828
42,7,Station Road,Kamarpara,35.3945,35.3945,37.4745,39.4993,0,2.07993,2.0248,2.07993,4.10472
45,7,Station Road,Kamarpara,37.3745,37.3745,37.4745,39.4993,0,0.1,2.0248,0.1,2.1248
1,3,Kamarpara,Station Road,0.322283,0.322283,39.5313,40.2962,0,39.2091,0.764823,39.2091,39.9739
25,3,Kamarpara,Station Road,23.4894,23.4894,39.5313,40.2962,0,16.0419,0.764823,16.0419,16.8068
48,3,Kamarpara,Station Road,39.4313,39.4313,39.5313,40.2962,0,0.1,0.764823,0.1,0.864823
51,11,Kamarpara,Station Road,40.2178,40.2178,40.3178,40.4095,0,0.1,0.091623,0.1,0.191623
52,6,Kamarpara,Station Road,40.291,40.291,40.391,43.1107,0,0.1,2.7197,0.1,2.8197
37,9,Kamarpara,Station Road,31.1614,31.1614,39.8526,43.9949,0,8.6912,4.14231,8.6912,12.8335
38,9,Kamarpara,Station Road,31.5763,31.5763,39.8526,43.9949,0,8.27629,4.14231,8.27629,12.4186
47,9,Kamarpara,Station Road,38.7951,38.7951,39.8526,43.9949,0,1.05753,4.14231,1.05753,5.19984
49,9,Kamarpara,Station Road,39.7526,39.7526,39.8526,43.9949,0,0.1,4.14231,0.1,4.24231
19,8,Kamarpara,Station Road,20.4973,20.4973,45.7482,46.3919,0,25.2508,0.643782,25.2508,25.8946
31,8,Kamarpara,Station Road,27.3544,27.3544,45.7482,46.3919,0,18.3937,0.643782,18.3937,19.0375
58,8,Kamarpara,Station Road,45.6482,45.6482,45.7482,46.3919,0,0.1,0.643782,0.1,0.743782
2,18,Station Road,Kamarpara,1.7558,1.7558,47.256,48.0316,0,45.5002,0.775631,45.5002,46.2758
24,18,Station Road,Kamarpara,23.1663,23.1663,47.256,48.0316,0,24.0896,0.775631,24.0896,24.8653
