ID,CNG ID,Source,Destination,Arrival Time,Boarding Time,Trip Start Time,Departure Time,Queue Delay,Halting Delay,Road Delay,Waiting Time,Total Delay
1,6,Kamarpara,Station Road,2.272,2.272,2.372,3.15054,0,0.1,0.778544,0.1,0.878544
4,16,Station Road,Kamarpara,3.42074,3.42074,3.52074,3.98648,0,0.1,0.465744,0.1,0.565744
7,7,Kamarpara,Station Road,4.62124,4.62124,6.07131,6.81701,0,1.45007,0.745699,1.45007,2.19577
10,7,Kamarpara,Station Road,5.97131,5.97131,6.07131,6.81701,0,0.1,0.745699,0.1,0.845699
9,16,Kamarpara,Station Road,5.80706,5.80706,5.90706,7.19304,0,0.1,1.28598,0.1,1.38598
2,12,Station Road,Kamarpara,2.67274,2.67274,9.71564,13.0851,0,7.04289,3.36948,7.04289,10.4124
18,12,Station Road,Kamarpara,9.61564,9.61564,9.71564,13.0851,0,0.1,3.36948,0.1,3.46948
23,11,Station Road,Kamarpara,12.6847,12.6847,12.7847,13.9407,0,0.1,1.15605,0.1,1.25605
24,16,Station Road,Kamarpara,13.5579,13.5579,13.6579,14.615,0,0.1,0.957113,0.1,1.05711
11,17,Station Road,Kamarpara,6.07726,6.07726,14.2271,17.6657,0,8.1498,3.43861,8.1498,11.5884
25,17,Station Road,Kamarpara,14.1271,14.1271,14.2271,17.6657,0,0.1,3.43861,0.1,3.53861
15,3,Kamarpara,Station Road,7.81489,7.81489,17.8726,19.1159,0,10.0577,1.24328,10.0577,11.301
19,3,Kamarpara,Station Road,10.0122,10.0122,17.8726,19.1159,0,7.86042,1.24328,7.86042,9.1037
33,3,Kamarpara,Station Road,17.7726,17.7726,17.8726,19.1159,0,0.1,1.24328,0.1,1.34328
40,11,Kamarpara,Station Road,19.8228,19.8228,19.9228,21.1196,0,0.1,1.19682,0.1,1.29682
3,4,Kamarpara,Station Road,2.86925,2.86925,18.8784,22.0874,0,16.0091,3.20901,16.0091,19.2181
8,4,Kamarpara,Station Road,5.32718,5.32718,18.8784,22.0874,0,13.5512,3.20901,13.5512,16.7602
22,4,Kamarpara,Station Road,12.2903,12.2903,18.8784,22.0874,0,6.58809,3.20901,6.58809,9.79711
36,4,Kamarpara,Station Road,18.7784,18.7784,18.8784,22.0874,0,0.1,3.20901,0.1,3.30901
12,13,Station Road,Kamarpara,6.47318,6.47318,23.3052,24.8928,0,16.8321,1.58758,16.8321,18.4196
20,13,Station Road,Kamarpara,11.1831,11.1831,23.3052,24.8928,0,12.1222,1.58758,12.1222,13.7097
43,13,Station Road,Kamarpara,23.2052,23.2052,23.3052,24.8928,0,0.1,1.58758,0.1,1.68758
44,7,Station Road,Kamarpara,24.3434,24.3434,25.3859,25.9683,0,1.04247,0.582487,1.04247,1.62495
45,7,Station Road,Kamarpara,25.2859,25.2859,25.3859,25.9683,0,0.1,0.582487,0.1,0.682487
6,8,Kamarpara,Station Road,4.35534,4.35534,25.8685,26.8844,0,21.5132,1.0159,21.5132,22.5291
28,8,Kamarpara,Station Road,15.6334,15.6334,25.8685,26.8844,0,10.2352,1.0159,10.2352,11.2511
46,8,Kamarpara,Station Road,25.7685,25.7685,25.8685,26.8844,0,0.1,1.0159,0.1,1.1159
35,18,Station Road,Kamarpara,18.4453,18.4453,28.1307,28.4691,0,9.68541,0.338359,9.68541,10.0238
41,18,Station Road,Kamarpara,19.9986,19.9986,28.1307,28.4691,0,8.1321,0.338359,8.1321,8.47046
49,18,Station Road,Kamarpara,28.0307,28.0307,28.1307,28.4691,0,0.1,0.338359,0.1,0.438359
50,16,Kamarpara,Station Road,28.7153,28.7153,28.8153,30.1058,0,0.1,1.29047,0.1,1.39047
52,1,Kamarpara,Station Road,30.0089,30.0089,30.1089,32.8888,0,0.1,2.77993,0.1,2.87993
14,19,Station Road,Kamarpara,7.68648,7.68648,34.7919,35.0789,0,27.1054,0.287071,27.1054,27.3925
57,19,Station Road,Kamarpara,32.216,32.216,34.7919,35.0789,0,2.57588,0.287071,2.57588,2.86295
58,19,Station Road,Kamarpara,33.0164,33.0164,34.7919,35.0789,0,1.77542,0.287071,1.77542,2.06249
65,19,Station Road,Kamarpara,34.6919,34.6919,34.7919,35.0789,0,0.1,0.287071,0.1,0.387071
64,6,Station Road,Kamarpara,34.4056,34.4056,34.5056,35.8737,0,0.1,1.36813,0.1,1.46813
39,3,Station Road,Kamarpara,19.6327,19.6327,33.3087,36.9145,0,13.6759,3.60578,13.6759,17.2817
54,3,Station Road,Kamarpara,31.1208,31.1208,33.3087,36.9145,0,2.18793,3.60578,2.18793,5.7937
59,3,Station Road,Kamarpara,33.2087,33.2087,33.3087,36.9145,0,0.1,3.60578,0.1,3.70578
56,11,Station Road,Kamarpara,32.1255,32.1255,32.2255,37.4538,0,0.1,5.22829,0.1,5.32829
5,9,Kamarpara,Station Road,4.17404,4.17404,38.1741,38.5711,0,34.0001,0.396914,34.0001,34.397
26,9,Kamarpara,Station Road,14.4436,14.4436,38.1741,38.5711,0,23.7306,0.396914,23.7306,24.1275
34,9,Kamarpara,Station Road,17.9843,17.9843,38.1741,38.5711,0,20.1899,0.396914,20.1899,20.5868
68,9,Kamarpara,Station Road,38.0741,38.0741,38.1741,38.5711,0,0.1,0.396914,0.1,0.496914
70,6,Kamarpara,Station Road,39.3389,39.3389,39.4389,40.0897,0,0.1,0.650824,0.1,0.750824
55,13,Kamarpara,Station Road,31.3787,31.3787,40.1906,40.85,0,8.81189,0.659393,8.81189,9.47128
62,13,Kamarpara,Station Road,34.1002,34.1002,40.1906,40.85,0,6.0904,0.659393,6.0904,6.7498
72,13,Kamarpara,Station Road,40.0906,40.0906,40.1906,40.85,0,0.1,0.659393,0.1,0.759393
73,16,Station Road,Kamarpara,40.2068,40.2068,40.3068,41.1596,0,0.1,0.852814,0.1,0.952814
