ID,CNG ID,Source,Destination,Arrival Time,Boarding Time,Trip Start Time,Departure Time,Queue Delay,Halting Delay,Road Delay,Waiting Time,Total Delay
2,11,Station Road,Kamarpara,1.0321,1.0321,1.1321,1.18051,0,0.1,0.0484172,0.1,0.148417
3,16,Station Road,Kamarpara,1.03709,1.03709,1.13709,1.58225,0,0.1,0.445152,0.1,0.545152
7,7,Kamarpara,Station Road,4.99629,4.99629,6.4561,7.13274,0,1.4598,0.676643,1.4598,2.13645
11,7,Kamarpara,Station Road,6.3561,6.3561,6.4561,7.13274,0,0.1,0.676643,0.1,0.776643
13,6,Kamarpara,Station Road,7.14961,7.14961,7.24961,7.31026,0,0.1,0.0606502,0.1,0.16065
8,17,Station Road,Kamarpara,5.80077,5.80077,8.58648,9.07672,0,2.78571,0.490234,2.78571,3.27595
18,17,Station Road,Kamarpara,8.48648,8.48648,8.58648,9.07672,0,0.1,0.490234,0.1,0.590234
20,1,Kamarpara,Station Road,9.48886,9.48886,9.58886,9.90458,0,0.1,0.315713,0.1,0.415713
21,16,Kamarpara,Station Road,9.61465,9.61465,9.71465,10.1403,0,0.1,0.425643,0.1,0.525643
10,18,Station Road,Kamarpara,6.19884,6.19884,10.8112,11.054,0,4.61237,0.242799,4.61237,4.85517
17,18,Station Road,Kamarpara,8.3368,8.3368,10.8112,11.054,0,2.4744,0.242799,2.4744,2.7172
22,18,Station Road,Kamarpara,10.7112,10.7112,10.8112,11.054,0,0.1,0.242799,0.1,0.342799
23,1,Station Road,Kamarpara,11.138,11.138,11.238,11.2724,0,0.1,0.0343801,0.1,0.13438
27,11,Kamarpara,Station Road,20.3516,20.3516,20.4516,21.2301,0,0.1,0.778544,0.1,0.878544
31,1,Kamarpara,Station Road,22.769,22.769,22.869,23.3699,0,0.1,0.500838,0.1,0.600838
19,8,Kamarpara,Station Road,9.37393,9.37393,24.008,24.3943,0,14.6341,0.386269,14.6341,15.0203
26,8,Kamarpara,Station Road,18.9095,18.9095,24.008,24.3943,0,5.09846,0.386269,5.09846,5.48473
32,8,Kamarpara,Station Road,23.908,23.908,24.008,24.3943,0,0.1,0.386269,0.1,0.486269
44,6,Station Road,Kamarpara,31.2194,31.2194,31.3194,31.3587,0,0.1,0.0392122,0.1,0.139212
24,18,Kamarpara,Station Road,14.8603,14.8603,30.5666,32.628,0,15.7063,2.06137,15.7063,17.7677
30,18,Kamarpara,Station Road,21.9098,21.9098,30.5666,32.628,0,8.65682,2.06137,8.65682,10.7182
42,18,Kamarpara,Station Road,30.4666,30.4666,30.5666,32.628,0,0.1,2.06137,0.1,2.16137
33,17,Kamarpara,Station Road,24.8705,24.8705,30.4394,32.8247,0,5.56892,2.3853,5.56892,7.95422
41,17,Kamarpara,Station Road,30.3394,30.3394,30.4394,32.8247,0,0.1,2.3853,0.1,2.4853
36,2,Kamarpara,Station Road,27.689,27.689,29.7872,33.5337,0,2.09819,3.74654,2.09819,5.84473
39,2,Kamarpara,Station Road,29.6872,29.6872,29.7872,33.5337,0,0.1,3.74654,0.1,3.84654
9,5,Kamarpara,Station Road,5.93209,5.93209,32.7345,33.635,0,26.8024,0.9005,26.8024,27.7029
12,5,Kamarpara,Station Road,6.66305,6.66305,32.7345,33.635,0,26.0714,0.9005,26.0714,26.9719
29,5,Kamarpara,Station Road,20.9841,20.9841,32.7345,33.635,0,11.7504,0.9005,11.7504,12.6509
37,5,Kamarpara,Station Road,28.838,28.838,32.7345,33.635,0,3.89647,0.9005,3.89647,4.79697
46,5,Kamarpara,Station Road,32.6345,32.6345,32.7345,33.635,0,0.1,0.9005,0.1,1.0005
47,6,Kamarpara,Station Road,33.469,33.469,33.569,34.738,0,0.1,1.16901,0.1,1.26901
45,7,Station Road,Kamarpara,32.4933,32.4933,35.7009,36.0223,0,3.20762,0.321373,3.20762,3.52899
50,7,Station Road,Kamarpara,35.6009,35.6009,35.7009,36.0223,0,0.1,0.321373,0.1,0.421373
14,3,Kamarpara,Station Road,7.35236,7.35236,35.5113,37.0587,0,28.159,1.54734,28.159,29.7063
43,3,Kamarpara,Station Road,30.7935,30.7935,35.5113,37.0587,0,4.71788,1.54734,4.71788,6.26522
49,3,Kamarpara,Station Road,35.4113,35.4113,35.5113,37.0587,0,0.1,1.54734,0.1,1.64734
34,8,Station Road,Kamarpara,24.8785,24.8785,37.0369,37.0907,0,12.1585,0.0537818,12.1585,12.2123
38,8,Station Road,Kamarpara,29.0096,29.0096,37.0369,37.0907,0,8.02736,0.0537818,8.02736,8.08114
56,8,Station Road,Kamarpara,36.9369,36.9369,37.0369,37.0907,0,0.1,0.0537818,0.1,0.153782
60,16,Station Road,Kamarpara,39.1971,39.1971,39.2971,39.4577,0,0.1,0.16056,0.1,0.26056
61,1,Station Road,Kamarpara,39.5748,39.5748,39.6748,39.847,0,0.1,0.172195,0.1,0.272195
63,16,Kamarpara,Station Road,39.8653,39.8653,39.9653,39.9858,0,0.1,0.0205377,0.1,0.120538
16,14,Station Road,Kamarpara,7.84337,7.84337,39.7254,41.2149,0,31.8821,1.48951,31.8821,33.3716
35,14,Station Road,Kamarpara,26.9816,26.9816,39.7254,41.2149,0,12.7439,1.48951,12.7439,14.2334
